Bill_id,topic_name,classification
HB2618,Education,Derived from LIS bill description
HB2618,Environment and Conservation,Derived from LIS bill description
HB2619,Labor and Employment,Derived from LIS bill description
HB2619,Transportation,Derived from LIS bill description
HB2620,Education,Derived from LIS bill description
HB2626,Business and Commerce,Derived from LIS bill description
HB2627,Transportation,Derived from LIS bill description
HB2630,Local Government,Derived from LIS bill description
HB2631,Firearms,Derived from LIS bill description
HB2633,Agriculture and Food,Derived from LIS bill description
HB2635,Energy and Utilities,Derived from LIS bill description
HB2637,Education,Derived from LIS bill description
HB2637,Behavioral Health,Derived from LIS bill description
HB2638,Environment and Conservation,Derived from LIS bill description
HB2639,Education,Derived from LIS bill description
HB2639,Taxes and Revenue,Derived from LIS bill description
HB2641,Housing,Derived from LIS bill description
HB2641,Local Government,Derived from LIS bill description
HB2645,Education,Derived from LIS bill description
HB2646,Taxes and Revenue,Derived from LIS bill description
HB2653,Taxes and Revenue,Derived from LIS bill description
HB2655,Health and Healthcare,Derived from LIS bill description
HB2655,Behavioral Health,Derived from LIS bill description
HB2655,Criminal Justice,Derived from LIS bill description
HB2657,Criminal Justice,Derived from LIS bill description
HB2659,Transportation,Derived from LIS bill description
HB2661,Education,Derived from LIS bill description
HB2662,Health and Healthcare,Derived from LIS bill description
HB2663,Energy and Utilities,Derived from LIS bill description
HB2665,Energy and Utilities,Derived from LIS bill description
HB2666,Criminal Justice,Derived from LIS bill description
HB2666,Local Government,Derived from LIS bill description
HB2667,Taxes and Revenue,Derived from LIS bill description
HB2668,Elections and Voting,Derived from LIS bill description
HB2670,Elections and Voting,Derived from LIS bill description
HB2672,Elections and Voting,Derived from LIS bill description
HB2673,Taxes and Revenue,Derived from LIS bill description
HB2675,Taxes and Revenue,Derived from LIS bill description
HB2676,Energy and Utilities,Derived from LIS bill description
HB2678,Marriage and Domestic Relations,Derived from LIS bill description
HB2679,Education,Derived from LIS bill description
HB2683,Local Government,Derived from LIS bill description
HB2685,Taxes and Revenue,Derived from LIS bill description
HB2685,Business and Commerce,Derived from LIS bill description
HB2687,Labor and Employment,Derived from LIS bill description
HB2688,Labor and Employment,Derived from LIS bill description
HB2689,Marriage and Domestic Relations,Derived from LIS bill description
HB2690,Local Government,Derived from LIS bill description
HB2693,Energy and Utilities,Derived from LIS bill description
HB2694,Criminal Justice,Derived from LIS bill description
HB2694,Family and Children,Derived from LIS bill description
HB2697,Energy and Utilities,Derived from LIS bill description
HB2698,Health and Healthcare,Derived from LIS bill description
HB2700,Taxes and Revenue,Derived from LIS bill description
HB2701,Elections and Voting,Derived from LIS bill description
HB2705,Family and Children,Derived from LIS bill description
HB2707,Taxes and Revenue,Derived from LIS bill description
HB2715,Taxes and Revenue,Derived from LIS bill description
HB2717,Taxes and Revenue,Derived from LIS bill description
HB2719,Behavioral Health,Derived from LIS bill description
HB2719,Firearms,Derived from LIS bill description
HB2720,Education,Derived from LIS bill description
HB2720,Transportation,Derived from LIS bill description
HB2723,Criminal Justice,Derived from LIS bill description
HB2728,Taxes and Revenue,Derived from LIS bill description
HB2730,Criminal Justice,Derived from LIS bill description
HB2733,Education,Derived from LIS bill description
HB2734,Education,Derived from LIS bill description
HB2736,Marriage and Domestic Relations,Derived from LIS bill description
HB2737,Taxes and Revenue,Derived from LIS bill description
HB2738,Behavioral Health,Derived from LIS bill description
HB2738,Insurance,Derived from LIS bill description
HB2740,Environment and Conservation,Derived from LIS bill description
HB2740,Taxes and Revenue,Derived from LIS bill description
HB2741,Business and Commerce,Derived from LIS bill description
HB2742,Health and Healthcare,Derived from LIS bill description
HB2743,Labor and Employment,Derived from LIS bill description
HB2744,Energy and Utilities,Derived from LIS bill description
HB2745,Local Government,Derived from LIS bill description
HB2746,Elections and Voting,Derived from LIS bill description
HB2747,Taxes and Revenue,Derived from LIS bill description
HB2751,Business and Commerce,Derived from LIS bill description
HB2752,Health and Healthcare,Derived from LIS bill description
HB2752,Behavioral Health,Derived from LIS bill description
HB2752,Criminal Justice,Derived from LIS bill description
HB2753,Health and Healthcare,Derived from LIS bill description
HB2754,Health and Healthcare,Derived from LIS bill description
HB2754,Behavioral Health,Derived from LIS bill description
HB2754,Criminal Justice,Derived from LIS bill description
HB2756,Transportation,Derived from LIS bill description
HB2757,Health and Healthcare,Derived from LIS bill description
HB2758,Energy and Utilities,Derived from LIS bill description
HB2759,Education,Derived from LIS bill description
HB2759,Taxes and Revenue,Derived from LIS bill description
HB2761,Health and Healthcare,Derived from LIS bill description
HB2761,Labor and Employment,Derived from LIS bill description
HB2762,Education,Derived from LIS bill description
HB2762,Taxes and Revenue,Derived from LIS bill description
HB2763,Criminal Justice,Derived from LIS bill description
HB2764,Labor and Employment,Derived from LIS bill description
HB2765,Education,Derived from LIS bill description
HB2767,Firearms,Derived from LIS bill description
HB2768,Local Government,Derived from LIS bill description
HB2771,Transportation,Derived from LIS bill description
HB2772,Education,Derived from LIS bill description
HB2773,Health and Healthcare,Derived from LIS bill description
HB2773,Insurance,Derived from LIS bill description
HB2774,Education,Derived from LIS bill description
HB2774,Family and Children,Derived from LIS bill description
HB2776,Business and Commerce,Derived from LIS bill description
HB2777,Education,Derived from LIS bill description
HB2780,Energy and Utilities,Derived from LIS bill description
HB2781,Housing,Derived from LIS bill description
HB2782,Environment and Conservation,Derived from LIS bill description
HJ431,Education,Derived from LIS bill description
HJ432,Education,Derived from LIS bill description
HJ434,Local Government,Derived from LIS bill description
HJ438,Education,Derived from LIS bill description
HJ439,Education,Derived from LIS bill description
HJ440,Education,Derived from LIS bill description
HJ441,Education,Derived from LIS bill description
HJ441,Behavioral Health,Derived from LIS bill description
HJ442,Housing,Derived from LIS bill description
HJ443,Elections and Voting,Derived from LIS bill description
HJ444,Elections and Voting,Derived from LIS bill description
HJ445,Transportation,Derived from LIS bill description
HJ447,Social Services,Derived from LIS bill description
HJ448,Environment and Conservation,Derived from LIS bill description
HJ449,Transportation,Derived from LIS bill description
HJ449,Taxes and Revenue,Derived from LIS bill description
HJ451,Local Government,Derived from LIS bill description
HJ454,Labor and Employment,Derived from LIS bill description
HJ456,Education,Derived from LIS bill description
HJ457,Transportation,Derived from LIS bill description
HJ464,Insurance,Derived from LIS bill description
HJ468,Education,Derived from LIS bill description
HJ468,Higher Education,Derived from LIS bill description
HJ473,Business and Commerce,Derived from LIS bill description
HJ474,Education,Derived from LIS bill description
HJ481,Education,Derived from LIS bill description
HJ482,Education,Derived from LIS bill description
HJ500,Elections and Voting,Derived from LIS bill description
HJ556,Education,Derived from LIS bill description
HJ557,Labor and Employment,Derived from LIS bill description
HJ561,Agriculture and Food,Derived from LIS bill description
HJ589,Education,Derived from LIS bill description
HJ628,Family and Children,Derived from LIS bill description
HJ644,Behavioral Health,Derived from LIS bill description
HJ664,Education,Derived from LIS bill description
HJ665,Education,Derived from LIS bill description
HJ678,Education,Derived from LIS bill description
HJ678,Higher Education,Derived from LIS bill description
HJ692,Education,Derived from LIS bill description
HJ694,Energy and Utilities,Derived from LIS bill description
HJ695,Education,Derived from LIS bill description
HJ725,Education,Derived from LIS bill description
HJ733,Education,Derived from LIS bill description
HJ733,Agriculture and Food,Derived from LIS bill description
HJ734,Education,Derived from LIS bill description
HJ736,Health and Healthcare,Derived from LIS bill description
HJ740,Education,Derived from LIS bill description
HJ756,Education,Derived from LIS bill description
HJ757,Education,Derived from LIS bill description
HR458,Education,Derived from LIS bill description
HR461,Education,Derived from LIS bill description
HR474,Marriage and Domestic Relations,Derived from LIS bill description
HR477,Education,Derived from LIS bill description
HR479,Education,Derived from LIS bill description
HR495,Education,Derived from LIS bill description
HR497,Education,Derived from LIS bill description
HR501,Education,Derived from LIS bill description
HR503,Education,Derived from LIS bill description
HR519,Education,Derived from LIS bill description
HR533,Education,Derived from LIS bill description
HR581,Transportation,Derived from LIS bill description
HR606,Education,Derived from LIS bill description
HR613,Labor and Employment,Derived from LIS bill description
HR614,Business and Commerce,Derived from LIS bill description
HR630,Agriculture and Food,Derived from LIS bill description
HR651,Education,Derived from LIS bill description
HR655,Education,Derived from LIS bill description
HR669,Agriculture and Food,Derived from LIS bill description
HR678,Education,Derived from LIS bill description
HR705,Environment and Conservation,Derived from LIS bill description
HR707,Agriculture and Food,Derived from LIS bill description
HR732,Education,Derived from LIS bill description
HR734,Education,Derived from LIS bill description
HR743,Education,Derived from LIS bill description
HR743,Agriculture and Food,Derived from LIS bill description
HR744,Education,Derived from LIS bill description
HR744,Agriculture and Food,Derived from LIS bill description
HR745,Education,Derived from LIS bill description
HR745,Agriculture and Food,Derived from LIS bill description
HR767,Agriculture and Food,Derived from LIS bill description
HR795,Education,Derived from LIS bill description
HR804,Marriage and Domestic Relations,Derived from LIS bill description
HR842,Agriculture and Food,Derived from LIS bill description
HR850,Education,Derived from LIS bill description
HR850,Environment and Conservation,Derived from LIS bill description
HR857,Education,Derived from LIS bill description
HR871,Education,Derived from LIS bill description
SB738,Education,Derived from LIS bill description
SB739,Health and Healthcare,Derived from LIS bill description
SB740,Education,Derived from LIS bill description
SB743,Health and Healthcare,Derived from LIS bill description
SB743,Criminal Justice,Derived from LIS bill description
SB744,Firearms,Derived from LIS bill description
SB745,Health and Healthcare,Derived from LIS bill description
SB746,Criminal Justice,Derived from LIS bill description
SB747,Marriage and Domestic Relations,Derived from LIS bill description
SB749,Education,Derived from LIS bill description
SB749,Higher Education,Derived from LIS bill description
SB750,Transportation,Derived from LIS bill description
SB750,Family and Children,Derived from LIS bill description
SB752,Education,Derived from LIS bill description
SB754,Business and Commerce,Derived from LIS bill description
SB755,Labor and Employment,Derived from LIS bill description
SB756,Education,Derived from LIS bill description
SB758,Health and Healthcare,Derived from LIS bill description
SB759,Labor and Employment,Derived from LIS bill description
SB760,Elections and Voting,Derived from LIS bill description
SB763,Taxes and Revenue,Derived from LIS bill description
SB764,Elections and Voting,Derived from LIS bill description
SB765,Elections and Voting,Derived from LIS bill description
SB767,Education,Derived from LIS bill description
SB768,Education,Derived from LIS bill description
SB768,Behavioral Health,Derived from LIS bill description
SB770,Criminal Justice,Derived from LIS bill description
SB772,Social Services,Derived from LIS bill description
SB773,Family and Children,Derived from LIS bill description
SB775,Criminal Justice,Derived from LIS bill description
SB775,Elections and Voting,Derived from LIS bill description
SB776,Transportation,Derived from LIS bill description
SB776,Public Safety,Derived from LIS bill description
SB777,Energy and Utilities,Derived from LIS bill description
SB779,Transportation,Derived from LIS bill description
SB780,Insurance,Derived from LIS bill description
SB781,Public Safety,Derived from LIS bill description
SB782,Taxes and Revenue,Derived from LIS bill description
SB783,Family and Children,Derived from LIS bill description
SB784,Education,Derived from LIS bill description
SB788,Labor and Employment,Derived from LIS bill description
SB789,Taxes and Revenue,Derived from LIS bill description
SB790,Behavioral Health,Derived from LIS bill description
SB791,Health and Healthcare,Derived from LIS bill description
SB795,Transportation,Derived from LIS bill description
SB798,Business and Commerce,Derived from LIS bill description
SB800,Budget and Appropriations,Derived from LIS bill description
SB801,Family and Children,Derived from LIS bill description
SB802,Criminal Justice,Derived from LIS bill description
SB803,Labor and Employment,Derived from LIS bill description
SB804,Criminal Justice,Derived from LIS bill description
SB805,Family and Children,Derived from LIS bill description
SB806,Environment and Conservation,Derived from LIS bill description
SB809,Local Government,Derived from LIS bill description
SB810,Taxes and Revenue,Derived from LIS bill description
SB812,Housing,Derived from LIS bill description
SB813,Elections and Voting,Derived from LIS bill description
SB814,Elections and Voting,Derived from LIS bill description
SB815,Housing,Derived from LIS bill description
SB816,Taxes and Revenue,Derived from LIS bill description
SB818,Family and Children,Derived from LIS bill description
SB821,Health and Healthcare,Derived from LIS bill description
SB822,Education,Derived from LIS bill description
SB823,Energy and Utilities,Derived from LIS bill description
SB827,Technology and Data,Derived from LIS bill description
SB828,Taxes and Revenue,Derived from LIS bill description
SB829,Education,Derived from LIS bill description
SB830,Housing,Derived from LIS bill description
SB837,Firearms,Derived from LIS bill description
SB839,Business and Commerce,Derived from LIS bill description
SB840,Labor and Employment,Derived from LIS bill description
SB841,Behavioral Health,Derived from LIS bill description
SB843,Health and Healthcare,Derived from LIS bill description
SB844,Criminal Justice,Derived from LIS bill description
SB844,Family and Children,Derived from LIS bill description
SB845,Taxes and Revenue,Derived from LIS bill description
SB846,Family and Children,Derived from LIS bill description
SB847,Transportation,Derived from LIS bill description
SB847,Criminal Justice,Derived from LIS bill description
SB848,Firearms,Derived from LIS bill description
SB849,Firearms,Derived from LIS bill description
SB853,Labor and Employment,Derived from LIS bill description
SB854,Family and Children,Derived from LIS bill description
SB855,Education,Derived from LIS bill description
SB856,Elections and Voting,Derived from LIS bill description
SB859,Education,Derived from LIS bill description
SB860,Labor and Employment,Derived from LIS bill description
SB860,Public Safety,Derived from LIS bill description
SB865,Taxes and Revenue,Derived from LIS bill description
SB870,Health and Healthcare,Derived from LIS bill description
SB870,Behavioral Health,Derived from LIS bill description
SB870,Criminal Justice,Derived from LIS bill description
SB871,Taxes and Revenue,Derived from LIS bill description
SB874,Taxes and Revenue,Derived from LIS bill description
SB875,Health and Healthcare,Derived from LIS bill description
SB879,Education,Derived from LIS bill description
SB880,Firearms,Derived from LIS bill description
SB881,Firearms,Derived from LIS bill description
SB883,Firearms,Derived from LIS bill description
SB884,Housing,Derived from LIS bill description
SB885,Behavioral Health,Derived from LIS bill description
SB890,Agriculture and Food,Derived from LIS bill description
SB891,Firearms,Derived from LIS bill description
SB892,Health and Healthcare,Derived from LIS bill description
SB893,Energy and Utilities,Derived from LIS bill description
SB894,Labor and Employment,Derived from LIS bill description
SB894,Courts and Civil Law,Derived from LIS bill description
SB895,Taxes and Revenue,Derived from LIS bill description
SB896,Criminal Justice,Derived from LIS bill description
SB896,Courts and Civil Law,Derived from LIS bill description
SB897,Labor and Employment,Derived from LIS bill description
SB898,Education,Derived from LIS bill description
SB898,Labor and Employment,Derived from LIS bill description
SB899,Local Government,Derived from LIS bill description
SB900,Taxes and Revenue,Derived from LIS bill description
SB902,Energy and Utilities,Derived from LIS bill description
SB903,Business and Commerce,Derived from LIS bill description
SB904,Health and Healthcare,Derived from LIS bill description
SB905,Education,Derived from LIS bill description
SB905,Technology and Data,Derived from LIS bill description
SB908,Education,Derived from LIS bill description
SB913,Labor and Employment,Derived from LIS bill description
SB913,Business and Commerce,Derived from LIS bill description
SB914,Criminal Justice,Derived from LIS bill description
SB915,Education,Derived from LIS bill description
SB917,Labor and Employment,Derived from LIS bill description
SB918,Transportation,Derived from LIS bill description
SB919,Labor and Employment,Derived from LIS bill description
SB919,Transportation,Derived from LIS bill description
SB920,Labor and Employment,Derived from LIS bill description
SB925,Insurance,Derived from LIS bill description
SB926,Public Safety,Derived from LIS bill description
SB928,Environment and Conservation,Derived from LIS bill description
SB930,Environment and Conservation,Derived from LIS bill description
SB934,Public Safety,Derived from LIS bill description
SB935,Elections and Voting,Derived from LIS bill description
SB936,Criminal Justice,Derived from LIS bill description
SB938,Criminal Justice,Derived from LIS bill description
SB938,Firearms,Derived from LIS bill description
SB940,Elections and Voting,Derived from LIS bill description
SB941,Firearms,Derived from LIS bill description
SB942,Taxes and Revenue,Derived from LIS bill description
SB943,Labor and Employment,Derived from LIS bill description
SB943,Taxes and Revenue,Derived from LIS bill description
SB945,Elections and Voting,Derived from LIS bill description
SB946,Public Safety,Derived from LIS bill description
SB947,Transportation,Derived from LIS bill description
SB947,Criminal Justice,Derived from LIS bill description
SB951,Taxes and Revenue,Derived from LIS bill description
SB952,Public Safety,Derived from LIS bill description
SB953,Health and Healthcare,Derived from LIS bill description
SB954,Health and Healthcare,Derived from LIS bill description
SB956,Criminal Justice,Derived from LIS bill description
SB958,Environment and Conservation,Derived from LIS bill description
SB960,Energy and Utilities,Derived from LIS bill description
SB961,Education,Derived from LIS bill description
SB962,Business and Commerce,Derived from LIS bill description
SB966,Criminal Justice,Derived from LIS bill description
SB967,Labor and Employment,Derived from LIS bill description
SB968,Education,Derived from LIS bill description
SB971,Labor and Employment,Derived from LIS bill description
SB971,Taxes and Revenue,Derived from LIS bill description
SB975,Housing,Derived from LIS bill description
SB975,Local Government,Derived from LIS bill description
SB979,Education,Derived from LIS bill description
SB982,Local Government,Derived from LIS bill description
SB983,Taxes and Revenue,Derived from LIS bill description
SB986,Criminal Justice,Derived from LIS bill description
SB988,Elections and Voting,Derived from LIS bill description
SB991,Elections and Voting,Derived from LIS bill description
SB994,Elections and Voting,Derived from LIS bill description
SB998,Labor and Employment,Derived from LIS bill description
SB1000,Agriculture and Food,Derived from LIS bill description
SB1001,Energy and Utilities,Derived from LIS bill description
SB1001,Taxes and Revenue,Derived from LIS bill description
SB1002,Elections and Voting,Derived from LIS bill description
SB1003,Education,Derived from LIS bill description
SB1005,Health and Healthcare,Derived from LIS bill description
SB1006,Transportation,Derived from LIS bill description
SB1007,Transportation,Derived from LIS bill description
SB1009,Elections and Voting,Derived from LIS bill description
SB1012,Transportation,Derived from LIS bill description
SB1016,Social Services,Derived from LIS bill description
SB1017,Education,Derived from LIS bill description
SB1021,Energy and Utilities,Derived from LIS bill description
SB1024,Transportation,Derived from LIS bill description
SB1025,Firearms,Derived from LIS bill description
SB1026,Business and Commerce,Derived from LIS bill description
SB1026,Family and Children,Derived from LIS bill description
SB1027,Criminal Justice,Derived from LIS bill description
SB1027,Firearms,Derived from LIS bill description
SB1030,Education,Derived from LIS bill description
SB1032,Education,Derived from LIS bill description
SB1033,Education,Derived from LIS bill description
SB1034,Education,Derived from LIS bill description
SB1035,Behavioral Health,Derived from LIS bill description
SB1036,Education,Derived from LIS bill description
SB1036,Labor and Employment,Derived from LIS bill description
SB1037,Education,Derived from LIS bill description
SB1037,Behavioral Health,Derived from LIS bill description
SB1038,Health and Healthcare,Derived from LIS bill description
SB1039,Criminal Justice,Derived from LIS bill description
SB1039,State Government,Derived from LIS bill description
SB1040,Energy and Utilities,Derived from LIS bill description
SB1041,Health and Healthcare,Derived from LIS bill description
SB1043,Housing,Derived from LIS bill description
SB1044,Elections and Voting,Derived from LIS bill description
SB1044,Local Government,Derived from LIS bill description
SB1047,Energy and Utilities,Derived from LIS bill description
SB1048,Education,Derived from LIS bill description
SB1048,Firearms,Derived from LIS bill description
SB1048,Family and Children,Derived from LIS bill description
SB1049,Energy and Utilities,Derived from LIS bill description
SB1050,Elections and Voting,Derived from LIS bill description
SB1050,Business and Commerce,Derived from LIS bill description
SB1052,Labor and Employment,Derived from LIS bill description
SB1055,Local Government,Derived from LIS bill description
SB1057,Labor and Employment,Derived from LIS bill description
SB1062,State Government,Derived from LIS bill description
SB1064,Health and Healthcare,Derived from LIS bill description
SB1066,Education,Derived from LIS bill description
SB1070,Elections and Voting,Derived from LIS bill description
SB1071,Criminal Justice,Derived from LIS bill description
SB1072,Elections and Voting,Derived from LIS bill description
SB1073,Elections and Voting,Derived from LIS bill description
SB1077,Energy and Utilities,Derived from LIS bill description
SB1078,Health and Healthcare,Derived from LIS bill description
SB1078,Insurance,Derived from LIS bill description
SB1080,Criminal Justice,Derived from LIS bill description
SB1082,Transportation,Derived from LIS bill description
SB1082,Taxes and Revenue,Derived from LIS bill description
SB1085,Education,Derived from LIS bill description
SB1085,Taxes and Revenue,Derived from LIS bill description
SB1091,Energy and Utilities,Derived from LIS bill description
SB1094,Behavioral Health,Derived from LIS bill description
SB1097,Transportation,Derived from LIS bill description
SB1098,Health and Healthcare,Derived from LIS bill description
SB1099,Labor and Employment,Derived from LIS bill description
SB1099,Energy and Utilities,Derived from LIS bill description
SB1100,Energy and Utilities,Derived from LIS bill description
SB1102,Education,Derived from LIS bill description
SB1103,Labor and Employment,Derived from LIS bill description
SB1104,Education,Derived from LIS bill description
SB1106,Education,Derived from LIS bill description
SB1107,Labor and Employment,Derived from LIS bill description
SB1108,Criminal Justice,Derived from LIS bill description
SB1108,Family and Children,Derived from LIS bill description
SB1109,Firearms,Derived from LIS bill description
SB1110,Health and Healthcare,Derived from LIS bill description
SB1110,Behavioral Health,Derived from LIS bill description
SB1110,Firearms,Derived from LIS bill description
SB1111,Education,Derived from LIS bill description
SB1112,Labor and Employment,Derived from LIS bill description
SB1113,Taxes and Revenue,Derived from LIS bill description
SB1114,Energy and Utilities,Derived from LIS bill description
SB1115,Courts and Civil Law,Derived from LIS bill description
SB1117,Taxes and Revenue,Derived from LIS bill description
SB1118,Local Government,Derived from LIS bill description
SB1119,Elections and Voting,Derived from LIS bill description
SB1122,Health and Healthcare,Derived from LIS bill description
SB1122,Courts and Civil Law,Derived from LIS bill description
SB1124,Education,Derived from LIS bill description
SB1125,Environment and Conservation,Derived from LIS bill description
SB1126,Education,Derived from LIS bill description
SB1128,Housing,Derived from LIS bill description
SB1128,Criminal Justice,Derived from LIS bill description
SB1130,Education,Derived from LIS bill description
SB1130,Behavioral Health,Derived from LIS bill description
SB1131,Transportation,Derived from LIS bill description
SB1132,Labor and Employment,Derived from LIS bill description
SB1134,Firearms,Derived from LIS bill description
SB1134,Family and Children,Derived from LIS bill description
SB1139,Labor and Employment,Derived from LIS bill description
SB1143,Family and Children,Derived from LIS bill description
SB1144,Transportation,Derived from LIS bill description
SB1148,Criminal Justice,Derived from LIS bill description
SB1149,Education,Derived from LIS bill description
SB1152,Health and Healthcare,Derived from LIS bill description
SB1152,Courts and Civil Law,Derived from LIS bill description
SB1152,Insurance,Derived from LIS bill description
SB1153,Social Services,Derived from LIS bill description
SB1155,Criminal Justice,Derived from LIS bill description
SB1157,Criminal Justice,Derived from LIS bill description
SB1157,Family and Children,Derived from LIS bill description
SB1159,Transportation,Derived from LIS bill description
SB1159,Insurance,Derived from LIS bill description
SB1160,Energy and Utilities,Derived from LIS bill description
SB1161,Technology and Data,Derived from LIS bill description
SB1164,Health and Healthcare,Derived from LIS bill description
SB1165,Energy and Utilities,Derived from LIS bill description
SB1165,Environment and Conservation,Derived from LIS bill description
SB1167,Transportation,Derived from LIS bill description
SB1168,Insurance,Derived from LIS bill description
SB1170,Technology and Data,Derived from LIS bill description
SB1174,Elections and Voting,Derived from LIS bill description
SB1175,Elections and Voting,Derived from LIS bill description
SB1177,Health and Healthcare,Derived from LIS bill description
SB1178,Housing,Derived from LIS bill description
SB1179,Taxes and Revenue,Derived from LIS bill description
SB1180,Labor and Employment,Derived from LIS bill description
SB1181,Firearms,Derived from LIS bill description
SB1182,Firearms,Derived from LIS bill description
SB1185,Elections and Voting,Derived from LIS bill description
SB1186,Insurance,Derived from LIS bill description
SB1190,Energy and Utilities,Derived from LIS bill description
SB1191,Criminal Justice,Derived from LIS bill description
SB1192,Energy and Utilities,Derived from LIS bill description
SB1193,Criminal Justice,Derived from LIS bill description
SB1194,Public Safety,Derived from LIS bill description
SB1196,Taxes and Revenue,Derived from LIS bill description
SB1198,Environment and Conservation,Derived from LIS bill description
SB1200,Criminal Justice,Derived from LIS bill description
SB1201,Environment and Conservation,Derived from LIS bill description
SB1204,Education,Derived from LIS bill description
SB1204,Environment and Conservation,Derived from LIS bill description
SB1205,Transportation,Derived from LIS bill description
SB1210,Housing,Derived from LIS bill description
SB1211,Criminal Justice,Derived from LIS bill description
SB1212,Business and Commerce,Derived from LIS bill description
SB1214,Technology and Data,Derived from LIS bill description
SB1215,Health and Healthcare,Derived from LIS bill description
SB1215,Insurance,Derived from LIS bill description
SB1216,Energy and Utilities,Derived from LIS bill description
SB1218,Labor and Employment,Derived from LIS bill description
SB1220,Firearms,Derived from LIS bill description
SB1221,Housing,Derived from LIS bill description
SB1223,Local Government,Derived from LIS bill description
SB1224,Environment and Conservation,Derived from LIS bill description
SB1228,Labor and Employment,Derived from LIS bill description
SB1228,Family and Children,Derived from LIS bill description
SB1229,Education,Derived from LIS bill description
SB1230,Education,Derived from LIS bill description
SB1236,Education,Derived from LIS bill description
SB1237,Health and Healthcare,Derived from LIS bill description
SB1238,Insurance,Derived from LIS bill description
SB1239,Energy and Utilities,Derived from LIS bill description
SB1239,Technology and Data,Derived from LIS bill description
SB1240,Family and Children,Derived from LIS bill description
SB1243,Energy and Utilities,Derived from LIS bill description
SB1244,Education,Derived from LIS bill description
SB1244,Labor and Employment,Derived from LIS bill description
SB1244,Family and Children,Derived from LIS bill description
SB1245,Health and Healthcare,Derived from LIS bill description
SB1248,Local Government,Derived from LIS bill description
SB1249,Criminal Justice,Derived from LIS bill description
SB1250,Transportation,Derived from LIS bill description
SB1250,Courts and Civil Law,Derived from LIS bill description
SB1254,Environment and Conservation,Derived from LIS bill description
SB1257,Education,Derived from LIS bill description
SB1257,Behavioral Health,Derived from LIS bill description
SB1258,Family and Children,Derived from LIS bill description
SB1260,Health and Healthcare,Derived from LIS bill description
SB1264,Education,Derived from LIS bill description
SB1269,Taxes and Revenue,Derived from LIS bill description
SB1269,Insurance,Derived from LIS bill description
SB1276,Labor and Employment,Derived from LIS bill description
SB1276,Taxes and Revenue,Derived from LIS bill description
SB1277,Family and Children,Derived from LIS bill description
SB1279,Health and Healthcare,Derived from LIS bill description
SB1281,Energy and Utilities,Derived from LIS bill description
SB1282,Local Government,Derived from LIS bill description
SB1283,Criminal Justice,Derived from LIS bill description
SB1285,Energy and Utilities,Derived from LIS bill description
SB1288,Transportation,Derived from LIS bill description
SB1290,Insurance,Derived from LIS bill description
SB1293,Education,Derived from LIS bill description
SB1293,Labor and Employment,Derived from LIS bill description
SB1294,Health and Healthcare,Derived from LIS bill description
SB1294,Transportation,Derived from LIS bill description
SB1294,Public Safety,Derived from LIS bill description
SB1297,Criminal Justice,Derived from LIS bill description
SB1299,Labor and Employment,Derived from LIS bill description
SB1301,Labor and Employment,Derived from LIS bill description
SB1301,Public Safety,Derived from LIS bill description
SB1303,Education,Derived from LIS bill description
SB1303,Health and Healthcare,Derived from LIS bill description
SB1305,Taxes and Revenue,Derived from LIS bill description
SB1306,Taxes and Revenue,Derived from LIS bill description
SB1307,Taxes and Revenue,Derived from LIS bill description
SB1308,Transportation,Derived from LIS bill description
SB1310,Education,Derived from LIS bill description
SB1311,Health and Healthcare,Derived from LIS bill description
SB1311,Insurance,Derived from LIS bill description
SB1312,Taxes and Revenue,Derived from LIS bill description
SB1312,Local Government,Derived from LIS bill description
SB1313,Housing,Derived from LIS bill description
SB1314,Insurance,Derived from LIS bill description
SB1315,Local Government,Derived from LIS bill description
SB1316,Energy and Utilities,Derived from LIS bill description
SB1317,Transportation,Derived from LIS bill description
SB1318,Health and Healthcare,Derived from LIS bill description
SB1320,Family and Children,Derived from LIS bill description
SB1321,Taxes and Revenue,Derived from LIS bill description
SB1322,Business and Commerce,Derived from LIS bill description
SB1323,Business and Commerce,Derived from LIS bill description
SB1324,Health and Healthcare,Derived from LIS bill description
SB1328,Health and Healthcare,Derived from LIS bill description
SB1328,Labor and Employment,Derived from LIS bill description
SB1329,Firearms,Derived from LIS bill description
SB1331,Marriage and Domestic Relations,Derived from LIS bill description
SB1334,Criminal Justice,Derived from LIS bill description
SB1334,Marriage and Domestic Relations,Derived from LIS bill description
SB1336,Energy and Utilities,Derived from LIS bill description
SB1338,Energy and Utilities,Derived from LIS bill description
SB1341,Environment and Conservation,Derived from LIS bill description
SB1342,Energy and Utilities,Derived from LIS bill description
SB1345,Courts and Civil Law,Derived from LIS bill description
SB1345,Business and Commerce,Derived from LIS bill description
SB1345,Family and Children,Derived from LIS bill description
SB1348,Transportation,Derived from LIS bill description
SB1349,Local Government,Derived from LIS bill description
SB1351,Housing,Derived from LIS bill description
SB1352,Health and Healthcare,Derived from LIS bill description
SB1353,Energy and Utilities,Derived from LIS bill description
SB1354,Health and Healthcare,Derived from LIS bill description
SB1357,Local Government,Derived from LIS bill description
SB1359,Health and Healthcare,Derived from LIS bill description
SB1362,Criminal Justice,Derived from LIS bill description
SB1365,Local Government,Derived from LIS bill description
SB1366,Health and Healthcare,Derived from LIS bill description
SB1367,Criminal Justice,Derived from LIS bill description
